Loss,f1,number_of_samples,percentage_of_samples
0.21079427301883696,0.6419098143236074,51,0.05
0.17205547094345092,0.7191601049868767,102,0.1
0.16747529432177544,0.7228260869565217,153,0.15
0.15427810177206994,0.7256637168141594,204,0.2
0.15789058282971383,0.7417582417582418,254,0.24901960784313726
0.15291077569127082,0.7231638418079096,306,0.3
0.15580288097262382,0.7459459459459459,357,0.35
0.1615937389433384,0.7616438356164384,408,0.4
0.17342190444469452,0.7619047619047619,458,0.44901960784313727
0.17349063605070114,0.766497461928934,509,0.49901960784313726
0.13948171138763427,0.7823691460055097,561,0.55
0.1337278936058283,0.7643979057591624,612,0.6
0.1363755501806736,0.7968337730870713,663,0.65
0.15914982110261916,0.783068783068783,714,0.7
0.14799903184175492,0.7935656836461127,765,0.75
0.15964439064264296,0.7753086419753087,816,0.8
0.2159707173705101,0.7524271844660194,867,0.85
0.1252850167453289,0.8199445983379502,918,0.9
0.12013461403548717,0.8043478260869565,969,0.95
0.11511778011918068,0.824797843665768,1020,1.0
