Loss,f1,number_of_samples,percentage_of_samples
0.19266548827290536,0.68,51,0.05
0.17864367514848709,0.7046632124352332,102,0.1
0.1838475853204727,0.766497461928934,153,0.15
0.15821602195501328,0.7467362924281984,204,0.2
0.16163230687379837,0.7447916666666667,254,0.24901960784313726
0.16615342274308204,0.7412935323383084,306,0.3
0.2093142420053482,0.7166276346604215,357,0.35
0.2363755524158478,0.7306791569086651,408,0.4
0.15740954875946045,0.7395833333333334,458,0.44901960784313727
0.16646301448345185,0.8083989501312336,509,0.49901960784313726
0.16727349758148194,0.7645569620253165,561,0.55
0.19260234981775284,0.7769423558897243,612,0.6
0.13479939103126526,0.804289544235925,663,0.65
0.16507503092288972,0.8165374677002585,714,0.7
0.15972160845994948,0.7967914438502673,765,0.75
0.15392669588327407,0.8241469816272965,816,0.8
0.14250768423080445,0.765498652291105,867,0.85
0.1364084206521511,0.8167539267015707,918,0.9
0.13529237546026707,0.8054794520547944,969,0.95
0.1400790736079216,0.8051948051948051,1020,1.0
