Loss,f1,number_of_samples,percentage_of_samples
0.25721738636493685,0.7321428571428571,21,0.04783599088838269
0.26387112140655516,0.7155963302752293,43,0.0979498861047836
0.25181969106197355,0.7522935779816514,65,0.1480637813211845
0.2666923820972443,0.6776859504132231,87,0.19817767653758542
0.2680543839931488,0.7017543859649122,109,0.24829157175398633
0.23187154829502105,0.7476635514018691,131,0.2984054669703872
0.26385938227176664,0.6611570247933883,153,0.34851936218678814
0.2052016079425812,0.7169811320754716,175,0.39863325740318906
0.2645092695951462,0.6363636363636364,197,0.44874715261959
0.26106671094894407,0.6666666666666666,219,0.4988610478359909
0.2147849440574646,0.7722772277227722,241,0.5489749430523918
0.2242087185382843,0.7766990291262137,263,0.5990888382687927
0.20048350989818572,0.7857142857142858,285,0.6492027334851936
0.18785505145788192,0.7706422018348624,307,0.6993166287015945
0.20370020866394042,0.7478260869565218,329,0.7494305239179955
0.20752985030412674,0.7433628318584072,351,0.7995444191343963
0.19595259726047515,0.7678571428571429,373,0.8496583143507973
0.20421729981899261,0.7476635514018691,395,0.8997722095671982
0.22066907286643983,0.7000000000000001,417,0.9498861047835991
0.16928908973932266,0.7610619469026548,438,0.9977220956719818
