Loss,f1,number_of_samples,percentage_of_samples
0.17646710351109504,0.7065527065527065,51,0.05
0.1484283022582531,0.7356948228882834,102,0.1
0.1697974346578121,0.7493796526054589,153,0.15
0.13431469090282916,0.7267080745341615,204,0.2
0.14106987621635197,0.766497461928934,254,0.24901960784313726
0.16260347366333008,0.7927461139896373,306,0.3
0.15927912071347236,0.7896103896103895,357,0.35
0.14153033047914504,0.7726027397260274,408,0.4
0.13616749923676252,0.782122905027933,458,0.44901960784313727
0.1273852489888668,0.7875647668393783,509,0.49901960784313726
0.12859391644597054,0.8020833333333334,561,0.55
0.13289689235389232,0.7958115183246074,612,0.6
0.1785965383052826,0.7835051546391752,663,0.65
0.14725819379091262,0.7795698924731181,714,0.7
0.15250428169965743,0.7853403141361257,765,0.75
0.14839310348033904,0.7989417989417988,816,0.8
0.14390985667705536,0.8093994778067886,867,0.85
0.12102382332086563,0.8073878627968337,918,0.9
0.12682282030582429,0.7988826815642457,969,0.95
0.12046060981228948,0.7977839335180056,1020,1.0
