Loss,f1,number_of_samples,percentage_of_samples
0.45514058470726015,0.7623126338329764,84,0.04970414201183432
0.4036728262901306,0.7658157602663705,169,0.1
0.4068034261465073,0.7747747747747747,253,0.14970414201183432
0.32036236524581907,0.8448637316561844,338,0.2
0.3165584206581116,0.862212943632568,422,0.24970414201183433
0.26186459362506864,0.8557114228456913,507,0.3
0.2219642370939255,0.8634538152610441,591,0.3497041420118343
0.20263117104768752,0.8761329305135951,676,0.4
0.20972472429275513,0.8675889328063241,760,0.44970414201183434
0.19745932519435883,0.8913934426229508,844,0.49940828402366866
0.1980326071381569,0.8807881773399014,929,0.5497041420118344
0.20776679664850234,0.878968253968254,1014,0.6
0.1945067286491394,0.8731268731268732,1098,0.6497041420118344
0.16892593950033188,0.8937437934458788,1183,0.7
0.1827021911740303,0.8591269841269841,1267,0.7497041420118343
0.17588213831186295,0.8786952089704384,1352,0.8
0.1748014971613884,0.8846153846153847,1436,0.8497041420118343
0.18152202665805817,0.888659793814433,1521,0.9
0.16259223222732544,0.8891089108910891,1605,0.9497041420118343
0.1598653569817543,0.8882113821138212,1690,1.0
