Loss,f1,number_of_samples,percentage_of_samples
0.31329677253961563,0.7047619047619048,21,0.04783599088838269
0.28812725841999054,0.6538461538461539,43,0.0979498861047836
0.2819715738296509,0.6788990825688074,65,0.1480637813211845
0.25244833528995514,0.7090909090909091,87,0.19817767653758542
0.2705019637942314,0.7222222222222221,109,0.24829157175398633
0.2803208976984024,0.7017543859649122,131,0.2984054669703872
0.24737048149108887,0.7289719626168225,153,0.34851936218678814
0.24980133771896362,0.7272727272727273,175,0.39863325740318906
0.27387212961912155,0.7027027027027026,197,0.44874715261959
0.27088458091020584,0.7321428571428571,219,0.4988610478359909
0.24610739201307297,0.7747747747747747,241,0.5489749430523918
0.2426598221063614,0.7610619469026548,263,0.5990888382687927
0.2023286446928978,0.7476635514018691,285,0.6492027334851936
0.21106938272714615,0.8118811881188119,307,0.6993166287015945
0.2332659512758255,0.7288135593220338,329,0.7494305239179955
0.19427911564707756,0.7543859649122807,351,0.7995444191343963
0.23322875797748566,0.7543859649122807,373,0.8496583143507973
0.24451859295368195,0.7166666666666666,395,0.8997722095671982
0.22605102881789207,0.766355140186916,417,0.9498861047835991
0.23239092528820038,0.7241379310344828,438,0.9977220956719818
