Loss,f1,number_of_samples,percentage_of_samples
0.183041912317276,0.68,51,0.05
0.17178105115890502,0.736,102,0.1
0.1720764845609665,0.7479674796747968,153,0.15
0.14574192240834236,0.739946380697051,204,0.2
0.18329465687274932,0.7707317073170731,254,0.24901960784313726
0.19343432523310183,0.7681159420289856,306,0.3
0.15331744104623796,0.7870619946091644,357,0.35
0.13505113907158375,0.7531806615776082,408,0.4
0.1485370360314846,0.7842105263157896,458,0.44901960784313727
0.14683344066143036,0.7889447236180904,509,0.49901960784313726
0.11810849187895656,0.8064516129032259,561,0.55
0.14052128940820693,0.8179419525065963,612,0.6
0.13397946059703827,0.8184143222506394,663,0.65
0.158682182431221,0.7743589743589744,714,0.7
0.11859452016651631,0.8065395095367848,765,0.75
0.13655924974009395,0.7883597883597883,816,0.8
0.13068764992058277,0.809782608695652,867,0.85
0.14037899076938629,0.7894736842105263,918,0.9
0.12461547441780567,0.8053333333333332,969,0.95
0.13284695148468018,0.8062015503875968,1020,1.0
