Loss,f1,number_of_samples,percentage_of_samples
0.36539671156141496,0.7927519818799547,84,0.04970414201183432
0.32779524226983386,0.8187633262260128,169,0.1
0.2937853013475736,0.8293216630196937,253,0.14970414201183432
0.32843899892436135,0.8224917309812568,338,0.2
0.30161090940237045,0.8296943231441047,422,0.24970414201183433
0.2730425347884496,0.8313120176405734,507,0.3
0.2589282931552993,0.8387799564270152,591,0.3497041420118343
0.23326262417766783,0.8476394849785407,676,0.4
0.22989054934846032,0.8815368196371397,760,0.44970414201183434
0.2066838126629591,0.8835257082896117,844,0.49940828402366866
0.20078433511985672,0.8633993743482795,929,0.5497041420118344
0.20154807137118447,0.8765432098765432,1014,0.6
0.17878513265815046,0.8732106339468304,1098,0.6497041420118344
0.17893578815791342,0.8814270724029382,1183,0.7
0.17813616949650976,0.879492600422833,1267,0.7497041420118343
0.1757410741928551,0.8790072388831437,1352,0.8
0.16014922534426054,0.8701973001038421,1436,0.8497041420118343
0.16921919294529492,0.8786610878661089,1521,0.9
0.14682930583755174,0.8868312757201646,1605,0.9497041420118343
0.14945376333263186,0.8902316213494462,1690,1.0
