Loss,f1,number_of_samples,percentage_of_samples
0.46088760495185854,0.7290748898678414,84,0.04970414201183432
0.4685744345188141,0.7054714784633296,169,0.1
0.47190228700637815,0.7320410490307866,253,0.14970414201183432
0.2974616527557373,0.8333333333333334,338,0.2
0.30251823663711547,0.8405797101449275,422,0.24970414201183433
0.2721174955368042,0.8232804232804232,507,0.3
0.2535704463720322,0.8597560975609757,591,0.3497041420118343
0.23466645181179047,0.8685015290519879,676,0.4
0.26836978495121,0.8358490566037736,760,0.44970414201183434
0.20654669404029846,0.8726513569937369,844,0.49940828402366866
0.22767185270786286,0.8663967611336032,929,0.5497041420118344
0.21049755364656447,0.869022869022869,1014,0.6
0.19843915700912476,0.8811881188118812,1098,0.6497041420118344
0.16931961923837663,0.8902564102564102,1183,0.7
0.1748623937368393,0.8868120456905504,1267,0.7497041420118343
0.16327689588069916,0.8904665314401623,1352,0.8
0.17461326569318772,0.8902691511387164,1436,0.8497041420118343
0.16205210685729982,0.8859470468431772,1521,0.9
0.16717755943536758,0.9000989119683481,1605,0.9497041420118343
0.16137367635965347,0.8784860557768925,1690,1.0
