Loss,f1,number_of_samples,percentage_of_samples
0.18033605813980103,0.6911764705882353,51,0.05
0.1505623660981655,0.6918918918918918,102,0.1
0.2010577257722616,0.6909975669099757,153,0.15
0.15659237131476403,0.7061855670103093,204,0.2
0.16115626655519008,0.7553191489361701,254,0.24901960784313726
0.17672361396253108,0.7309644670050762,306,0.3
0.16843002215027808,0.7560321715817693,357,0.35
0.17263270020484925,0.7692307692307693,408,0.4
0.14883646592497826,0.8055555555555556,458,0.44901960784313727
0.13077218625694514,0.8198433420365535,509,0.49901960784313726
0.12946166107431054,0.7935656836461127,561,0.55
0.13318356573581697,0.8096514745308312,612,0.6
0.11991141736507416,0.8370786516853932,663,0.65
0.12959543466567994,0.8,714,0.7
0.11947287358343602,0.8148148148148148,765,0.75
0.12501064091920852,0.8042328042328042,816,0.8
0.13062600791454315,0.814207650273224,867,0.85
0.14133644104003906,0.788659793814433,918,0.9
0.13237833324819803,0.806366047745358,969,0.95
0.12156139463186263,0.8119891008174387,1020,1.0
