Loss,f1,number_of_samples,percentage_of_samples
0.30294983386993407,0.6788990825688074,21,0.04783599088838269
0.2947226583957672,0.6610169491525425,43,0.0979498861047836
0.3086365818977356,0.7222222222222221,65,0.1480637813211845
0.27540680170059206,0.7102803738317757,87,0.19817767653758542
0.2581517487764359,0.7407407407407407,109,0.24829157175398633
0.26927450895309446,0.7142857142857142,131,0.2984054669703872
0.2568425625562668,0.7272727272727273,153,0.34851936218678814
0.22340540289878846,0.7706422018348624,175,0.39863325740318906
0.21779962331056596,0.8200000000000001,197,0.44874715261959
0.20291566699743271,0.7818181818181819,219,0.4988610478359909
0.23262537270784378,0.7636363636363637,241,0.5489749430523918
0.2061946213245392,0.7586206896551724,263,0.5990888382687927
0.2016756370663643,0.7478260869565218,285,0.6492027334851936
0.21178154349327089,0.7678571428571429,307,0.6993166287015945
0.3247323721647263,0.6013986013986014,329,0.7494305239179955
0.19530344605445862,0.7524752475247525,351,0.7995444191343963
0.1911669224500656,0.8000000000000002,373,0.8496583143507973
0.20327466875314712,0.7522935779816514,395,0.8997722095671982
0.2393625870347023,0.7333333333333334,417,0.9498861047835991
0.18131988048553466,0.8000000000000002,438,0.9977220956719818
