Loss,f1,number_of_samples,percentage_of_samples
0.4932474046945572,0.7142857142857143,84,0.04970414201183432
0.3346563093364239,0.7995889003083247,169,0.1
0.36887630820274353,0.7661375661375662,253,0.14970414201183432
0.3284141533076763,0.8042105263157894,338,0.2
0.2536480836570263,0.8709677419354839,422,0.24970414201183433
0.2645304575562477,0.8535300316122234,507,0.3
0.22896655276417732,0.8472906403940886,591,0.3497041420118343
0.2206079214811325,0.8652751423149906,676,0.4
0.1982584297657013,0.8834853090172238,760,0.44970414201183434
0.19059483893215656,0.88404360753221,844,0.49940828402366866
0.20039493590593338,0.887323943661972,929,0.5497041420118344
0.19656603783369064,0.8879753340184994,1014,0.6
0.18198086693882942,0.8736318407960199,1098,0.6497041420118344
0.17059661075472832,0.885480572597137,1183,0.7
0.16391129419207573,0.8841025641025642,1267,0.7497041420118343
0.1765574850142002,0.899696048632219,1352,0.8
0.1634505409747362,0.8853118712273641,1436,0.8497041420118343
0.17597349360585213,0.8856548856548857,1521,0.9
0.17781102657318115,0.8706118355065197,1605,0.9497041420118343
0.1767076551914215,0.8790746582544691,1690,1.0
