Loss,f1,number_of_samples,percentage_of_samples
0.24932843446731567,0.7024128686327078,51,0.05
0.19973790198564528,0.764857881136951,102,0.1
0.15726532870903612,0.752,153,0.15
0.1567274309694767,0.7719298245614035,204,0.2
0.15635927021503448,0.7401574803149606,254,0.24901960784313726
0.1536880426108837,0.7783505154639175,306,0.3
0.17259887903928756,0.7487437185929648,357,0.35
0.15775019116699696,0.7888040712468194,408,0.4
0.18459035009145736,0.7968749999999999,458,0.44901960784313727
0.17454476654529572,0.7968337730870713,509,0.49901960784313726
0.18024515658617019,0.792079207920792,561,0.55
0.14208451882004738,0.7931034482758621,612,0.6
0.2018624097108841,0.7397260273972602,663,0.65
0.1340210035443306,0.8132992327365728,714,0.7
0.15406832098960876,0.8256410256410256,765,0.75
0.1483042949810624,0.7945205479452053,816,0.8
0.14275416731834412,0.8167539267015707,867,0.85
0.13713317811489106,0.8306878306878307,918,0.9
0.13975551277399062,0.7868852459016393,969,0.95
0.11668900102376938,0.7978142076502733,1020,1.0
