Loss,f1,number_of_samples,percentage_of_samples
0.3348617613315582,0.6902654867256638,21,0.04783599088838269
0.30641295611858366,0.7339449541284404,43,0.0979498861047836
0.29299618005752565,0.737864077669903,65,0.1480637813211845
0.25755488872528076,0.7999999999999999,87,0.19817767653758542
0.2526120632886887,0.7961165048543689,109,0.24829157175398633
0.2541829437017441,0.7358490566037736,131,0.2984054669703872
0.2308484435081482,0.761904761904762,153,0.34851936218678814
0.22492550164461136,0.766355140186916,175,0.39863325740318906
0.213612163066864,0.7678571428571429,197,0.44874715261959
0.2276569664478302,0.7678571428571429,219,0.4988610478359909
0.21373272240161895,0.7747747747747747,241,0.5489749430523918
0.19763384088873864,0.7610619469026548,263,0.5990888382687927
0.20802861750125884,0.7636363636363637,285,0.6492027334851936
0.2490665704011917,0.661764705882353,307,0.6993166287015945
0.19297492802143096,0.764705882352941,329,0.7494305239179955
0.1814885899424553,0.8000000000000002,351,0.7995444191343963
0.19971667900681495,0.7692307692307693,373,0.8496583143507973
0.19364025592803955,0.7719298245614035,395,0.8997722095671982
0.19949020594358444,0.7586206896551724,417,0.9498861047835991
0.1820974640548229,0.7857142857142858,438,0.9977220956719818
