Loss,f1,number_of_samples,percentage_of_samples
0.4625778615474701,0.7741251325556734,84,0.04970414201183432
0.3429044961929321,0.8369678089304258,169,0.1
0.3468304604291916,0.825496342737722,253,0.14970414201183432
0.3096821248531342,0.809573361082206,338,0.2
0.27477027475833893,0.8415417558886509,422,0.24970414201183433
0.23857519924640655,0.874493927125506,507,0.3
0.22522425055503845,0.8676171079429735,591,0.3497041420118343
0.24678778648376465,0.8668076109936576,676,0.4
0.192755226790905,0.8857994041708044,760,0.44970414201183434
0.1930370330810547,0.8819226750261233,844,0.49940828402366866
0.20255606323480607,0.8870967741935485,929,0.5497041420118344
0.19651459157466888,0.8701030927835051,1014,0.6
0.16363588571548462,0.8762677484787018,1098,0.6497041420118344
0.18189822286367416,0.8893401015228426,1183,0.7
0.1693915069103241,0.8877654196157736,1267,0.7497041420118343
0.17368411868810654,0.882936507936508,1352,0.8
0.15066072195768357,0.8879753340184994,1436,0.8497041420118343
0.16652768850326538,0.8872802481902793,1521,0.9
0.1593136489391327,0.8813905930470347,1605,0.9497041420118343
0.17507530897855758,0.8786008230452675,1690,1.0
