Loss,f1,number_of_samples,percentage_of_samples
0.20344327464699746,0.7123287671232877,51,0.05
0.17397528626024722,0.7214854111405835,102,0.1
0.1628503093495965,0.7195767195767195,153,0.15
0.16410772232338786,0.7333333333333333,204,0.2
0.1881343714892864,0.7282051282051282,254,0.24901960784313726
0.16037049293518066,0.768,306,0.3
0.14505368191748857,0.7754010695187165,357,0.35
0.16774961352348328,0.7561643835616438,408,0.4
0.15355054661631584,0.7874015748031497,458,0.44901960784313727
0.16715968400239944,0.7724867724867724,509,0.49901960784313726
0.1630083978176117,0.7864583333333333,561,0.55
0.1425354488193989,0.7989130434782609,612,0.6
0.14743079096078873,0.8065395095367848,663,0.65
0.12366452440619469,0.8130081300813008,714,0.7
0.16637452989816665,0.8060453400503779,765,0.75
0.12949889451265334,0.7828418230563003,816,0.8
0.15536237359046937,0.7905759162303665,867,0.85
0.13054969683289527,0.8106666666666666,918,0.9
0.12100527416914701,0.7878787878787878,969,0.95
0.21273386478424072,0.7308641975308642,1020,1.0
