Loss,f1,number_of_samples,percentage_of_samples
0.22888976968824865,0.676056338028169,51,0.05
0.17314836457371713,0.6983240223463688,102,0.1
0.16026251651346685,0.7626262626262625,153,0.15
0.16252550780773162,0.7538461538461538,204,0.2
0.17392117343842983,0.7692307692307693,254,0.24901960784313726
0.15990886613726615,0.780361757105943,306,0.3
0.18541833013296127,0.7358024691358025,357,0.35
0.15971576869487764,0.7419354838709677,408,0.4
0.1871737450361252,0.7614213197969543,458,0.44901960784313727
0.1866041675209999,0.7639902676399026,509,0.49901960784313726
0.1976998656988144,0.762836185819071,561,0.55
0.1758120760321617,0.775,612,0.6
0.13963487297296523,0.8010335917312662,663,0.65
0.14496312960982322,0.8052631578947368,714,0.7
0.15621354877948762,0.8091603053435114,765,0.75
0.14350568354129792,0.8031088082901555,816,0.8
0.15667106136679648,0.8083989501312336,867,0.85
0.15245446115732192,0.8102564102564102,918,0.9
0.14426002353429795,0.7989130434782609,969,0.95
0.13327255919575692,0.7967914438502673,1020,1.0
