Loss,f1,number_of_samples,percentage_of_samples
0.4437088593840599,0.687214611872146,84,0.04970414201183432
0.42381826788187027,0.7360178970917226,169,0.1
0.3300865814089775,0.8074656188605108,253,0.14970414201183432
0.3072294369339943,0.8004094165813717,338,0.2
0.267113596200943,0.8343195266272189,422,0.24970414201183433
0.2946665436029434,0.8293135435992579,507,0.3
0.20822452381253242,0.8571428571428572,591,0.3497041420118343
0.2533080354332924,0.8589607635206786,676,0.4
0.21498913317918777,0.8697435897435897,760,0.44970414201183434
0.1903746072202921,0.8682926829268293,844,0.49940828402366866
0.20042221248149872,0.8687499999999999,929,0.5497041420118344
0.2009489592164755,0.8736532810969638,1014,0.6
0.18653283640742302,0.8815261044176709,1098,0.6497041420118344
0.1760760210454464,0.877948717948718,1183,0.7
0.1769225187599659,0.8758829465186679,1267,0.7497041420118343
0.1642108466476202,0.8850102669404518,1352,0.8
0.16754085570573807,0.8870636550308009,1436,0.8497041420118343
0.1723125297576189,0.8843398157625384,1521,0.9
0.1684324312955141,0.8873379860418744,1605,0.9497041420118343
0.17680412717163563,0.8838174273858922,1690,1.0
