Loss,f1,number_of_samples,percentage_of_samples
0.19691234529018403,0.650887573964497,51,0.05
0.1968016006052494,0.7342465753424657,102,0.1
0.16827150508761407,0.7232876712328767,153,0.15
0.16387830451130866,0.736,204,0.2
0.16619502380490303,0.7486910994764396,254,0.24901960784313726
0.175663360953331,0.7506426735218508,306,0.3
0.17144968062639238,0.7466666666666668,357,0.35
0.16263697911053895,0.739946380697051,408,0.4
0.13818067237734794,0.7849462365591398,458,0.44901960784313727
0.14840322136878967,0.7905759162303665,509,0.49901960784313726
0.14291580989956856,0.8177083333333335,561,0.55
0.1581954538822174,0.8364611260053619,612,0.6
0.1469405520707369,0.8031088082901555,663,0.65
0.15569382756948472,0.8373333333333334,714,0.7
0.15893109291791915,0.8226221079691517,765,0.75
0.17582983076572417,0.801007556675063,816,0.8
0.15076764076948165,0.7877237851662405,867,0.85
0.14869807958602904,0.8105263157894738,918,0.9
0.13383698388934134,0.8256410256410256,969,0.95
0.12503898991271853,0.7762039660056658,1020,1.0
