Loss,f1,number_of_samples,percentage_of_samples
0.44007136755519444,0.8033826638477801,84,0.04970414201183432
0.31156399307979477,0.8431771894093687,169,0.1
0.2527752924296591,0.8545269582909462,253,0.14970414201183432
0.2572030122909281,0.8666666666666666,338,0.2
0.2545668851170275,0.8585365853658536,422,0.24970414201183433
0.25510617138610947,0.8520461699895069,507,0.3
0.2736166649394565,0.8180995475113122,591,0.3497041420118343
0.26069216678539914,0.8509316770186336,676,0.4
0.2356094155046675,0.8707926167209554,760,0.44970414201183434
0.21092760148975584,0.8697478991596639,844,0.49940828402366866
0.2300012873278724,0.8628272251308902,929,0.5497041420118344
0.1921184557593531,0.8663883089770354,1014,0.6
0.1814681796563996,0.8636836628511967,1098,0.6497041420118344
0.18208604181806246,0.8748685594111463,1183,0.7
0.17727895991669762,0.8713080168776371,1267,0.7497041420118343
0.16213904259105524,0.8693877551020408,1352,0.8
0.21007726382878092,0.8677595628415301,1436,0.8497041420118343
0.14930117150975597,0.8671328671328671,1521,0.9
0.1492629481686486,0.8769389865563599,1605,0.9497041420118343
0.1538878766198953,0.8853118712273641,1690,1.0
