Loss,f1,number_of_samples,percentage_of_samples
0.22368679642677308,0.6912181303116147,51,0.05
0.14912263676524162,0.7540106951871658,102,0.1
0.1314080074429512,0.7428571428571428,153,0.15
0.14779855757951738,0.7377521613832853,204,0.2
0.17538155019283294,0.7731958762886597,254,0.24901960784313726
0.1710165947675705,0.7731958762886597,306,0.3
0.14166871532797815,0.7726027397260274,357,0.35
0.14266967326402663,0.7669172932330827,408,0.4
0.14372651353478433,0.8140161725067386,458,0.44901960784313727
0.14113084375858306,0.7859078590785908,509,0.49901960784313726
0.147157946228981,0.7944444444444444,561,0.55
0.17510842829942702,0.769620253164557,612,0.6
0.1482858382165432,0.779291553133515,663,0.65
0.15471284389495848,0.7688442211055275,714,0.7
0.1479364637285471,0.7724867724867724,765,0.75
0.14188610687851905,0.804177545691906,816,0.8
0.17452293485403061,0.751219512195122,867,0.85
0.14387122578918934,0.7867036011080333,918,0.9
0.15470325648784639,0.7989417989417988,969,0.95
0.14115400612354279,0.8219895287958114,1020,1.0
