Loss,f1,number_of_samples,percentage_of_samples
0.15809499099850655,0.7342465753424657,51,0.05
0.17747021578252314,0.704,102,0.1
0.20248371511697769,0.7101449275362319,153,0.15
0.18078648932278157,0.7101449275362319,204,0.2
0.1820094257593155,0.7792207792207793,254,0.24901960784313726
0.16207835972309112,0.7896103896103895,306,0.3
0.14294403176754714,0.7945205479452053,357,0.35
0.17276221588253976,0.7719298245614035,408,0.4
0.16806458607316016,0.7692307692307694,458,0.44901960784313727
0.1908926174044609,0.7890818858560794,509,0.49901960784313726
0.17487393245100974,0.7969924812030075,561,0.55
0.19858986586332322,0.7855297157622738,612,0.6
0.15112199150025846,0.8051282051282053,663,0.65
0.1555863618850708,0.8153846153846154,714,0.7
0.23605721741914748,0.7732696897374703,765,0.75
0.16050185412168502,0.8150134048257373,816,0.8
0.1536071628332138,0.7989556135770235,867,0.85
0.15028737634420394,0.8219895287958114,918,0.9
0.11024542823433876,0.807799442896936,969,0.95
0.12357463464140891,0.8021978021978022,1020,1.0
