Loss,f1,number_of_samples,percentage_of_samples
0.23239729404449463,0.6850828729281768,51,0.05
0.1589699186384678,0.6898263027295286,102,0.1
0.15250403732061385,0.6878306878306878,153,0.15
0.13649259544909,0.7232876712328767,204,0.2
0.14694599620997906,0.7277628032345014,254,0.24901960784313726
0.17002586275339127,0.7530562347188265,306,0.3
0.15192415565252304,0.774025974025974,357,0.35
0.1500590555369854,0.7664041994750657,408,0.4
0.14856443852186202,0.7948051948051947,458,0.44901960784313727
0.1488862656056881,0.8042328042328042,509,0.49901960784313726
0.13937933584675194,0.8210526315789475,561,0.55
0.14333258271217347,0.8021108179419524,612,0.6
0.12361402735114098,0.807799442896936,663,0.65
0.132101920992136,0.8157894736842106,714,0.7
0.1504019320011139,0.7658536585365854,765,0.75
0.15562620013952255,0.7897435897435898,816,0.8
0.12809059619903565,0.790450928381963,867,0.85
0.12556827962398528,0.7828418230563003,918,0.9
0.14410992562770844,0.7957559681697612,969,0.95
0.13542236313223838,0.7853403141361257,1020,1.0
