Loss,f1,number_of_samples,percentage_of_samples
0.2845548868179321,0.6153846153846153,21,0.04783599088838269
0.2818060517311096,0.6440677966101694,43,0.0979498861047836
0.2582113891839981,0.761904761904762,65,0.1480637813211845
0.25064738988876345,0.6728971962616823,87,0.19817767653758542
0.23615825772285462,0.7358490566037736,109,0.24829157175398633
0.23719660341739654,0.7499999999999999,131,0.2984054669703872
0.24168981313705445,0.7407407407407407,153,0.34851936218678814
0.2022811084985733,0.7304347826086957,175,0.39863325740318906
0.20691507160663605,0.7850467289719626,197,0.44874715261959
0.22594480514526366,0.7058823529411765,219,0.4988610478359909
0.20431577116250993,0.7777777777777778,241,0.5489749430523918
0.20134215503931047,0.8076923076923076,263,0.5990888382687927
0.20858589708805084,0.7222222222222221,285,0.6492027334851936
0.20692562758922578,0.7927927927927927,307,0.6993166287015945
0.1890862837433815,0.7818181818181819,329,0.7494305239179955
0.2501302272081375,0.7049180327868853,351,0.7995444191343963
0.1977771118283272,0.7454545454545455,373,0.8496583143507973
0.21694070994853973,0.723404255319149,395,0.8997722095671982
0.22798803448677063,0.7350427350427351,417,0.9498861047835991
0.20515765696763993,0.7128712871287128,438,0.9977220956719818
