Loss,f1,number_of_samples,percentage_of_samples
0.3158228874206543,0.607142857142857,21,0.04783599088838269
0.32130967974662783,0.673076923076923,43,0.0979498861047836
0.2650255024433136,0.6964285714285715,65,0.1480637813211845
0.28229131996631623,0.737864077669903,87,0.19817767653758542
0.2753179848194122,0.7216494845360825,109,0.24829157175398633
0.26178322434425355,0.8118811881188119,131,0.2984054669703872
0.26861540973186493,0.7222222222222221,153,0.34851936218678814
0.2445993959903717,0.7272727272727273,175,0.39863325740318906
0.2146863102912903,0.7394957983193278,197,0.44874715261959
0.20119969844818114,0.792079207920792,219,0.4988610478359909
0.21021791398525239,0.7747747747747747,241,0.5489749430523918
0.19049846827983857,0.7543859649122807,263,0.5990888382687927
0.19180577993392944,0.7706422018348624,285,0.6492027334851936
0.20158785134553908,0.7586206896551724,307,0.6993166287015945
0.2885502904653549,0.6474820143884892,329,0.7494305239179955
0.25120559632778167,0.6825396825396824,351,0.7995444191343963
0.2009093776345253,0.7592592592592593,373,0.8496583143507973
0.21276211440563203,0.7350427350427351,395,0.8997722095671982
0.1993153139948845,0.7567567567567568,417,0.9498861047835991
0.1864211827516556,0.7857142857142858,438,0.9977220956719818
