Loss,f1,number_of_samples,percentage_of_samples
0.17673977911472322,0.7277936962750716,51,0.05
0.1872973009943962,0.711864406779661,102,0.1
0.15023659281432628,0.7282321899736148,153,0.15
0.14210411347448826,0.7752808988764044,204,0.2
0.2286529451608658,0.7102803738317757,254,0.24901960784313726
0.2459478795528412,0.7427184466019416,306,0.3
0.16210889630019665,0.7643979057591624,357,0.35
0.17221530079841613,0.7559055118110236,408,0.4
0.16828954517841338,0.8031496062992125,458,0.44901960784313727
0.17873184233903885,0.7661691542288558,509,0.49901960784313726
0.16749064177274703,0.7611940298507462,561,0.55
0.1383023202419281,0.8021390374331551,612,0.6
0.16400376260280608,0.7870619946091644,663,0.65
0.20367805063724517,0.7743589743589744,714,0.7
0.1593773767352104,0.7798408488063662,765,0.75
0.1364423468708992,0.8194070080862534,816,0.8
0.13548581823706626,0.804289544235925,867,0.85
0.13899888843297958,0.8146214099216711,918,0.9
0.13512657433748246,0.8083989501312336,969,0.95
0.1439053937792778,0.7989276139410187,1020,1.0
